Qmax,WLmax
0.042974,0.98693
0.042974,0.98718
0.042974,0.98743
0.042974,0.98768
0.042974,0.98793
0.042974,0.98819
0.042974,0.98844
0.042974,0.98869
0.042974,0.98894
0.042974,0.98919
0.042974,0.98944
0.042974,0.98969
0.042974,0.98994
0.042974,0.99019
0.042974,0.99045
0.042974,0.9907
0.042974,0.99095
0.042974,0.9912
0.042974,0.99145
0.042974,0.9917
0.042974,0.99195
0.042974,0.9922
0.042974,0.99246
0.042974,0.99271
0.042974,0.99296
0.042974,0.99321
0.042974,0.99346
0.042974,0.99371
0.042974,0.99396
0.042974,0.99421
0.042974,0.99446
0.042974,0.99472
0.042974,0.99497
0.042974,0.99522
0.042974,0.99547
0.042974,0.99572
0.042974,0.99597
0.042974,0.99622
0.042974,0.99647
0.042974,0.99672
0.042974,0.99698
0.042974,0.99723
0.042974,0.99748
0.042974,0.99773
0.042974,0.99798
0.042974,0.99823
0.042974,0.99848
0.042974,0.99873
0.042974,0.99899
0.042974,0.99924
0.042974,0.99949
0.042974,0.99974
0.042974,0.99999
0.047748,1e-05
0.047748,0.0047838
0.047748,0.0095576
0.047748,0.014331
0.047748,0.019105
0.047748,0.023879
0.047748,0.028653
0.047748,0.033427
0.047748,0.038201
0.047748,0.042974
0.047748,0.047748
0.047748,0.052522
0.047748,0.057296
0.047748,0.06207
0.047748,0.066843
0.047748,0.071617
0.047748,0.076391
0.047748,0.081165
0.047748,0.085939
0.047748,0.090713
0.047748,0.095486
0.047748,0.10026
0.047748,0.10503
0.047748,0.10981
0.047748,0.11458
0.047748,0.11936
0.047748,0.12413
0.047748,0.1289
0.047748,0.13368
0.047748,0.13845
0.047748,0.14322
0.047748,0.148
0.047748,0.15277
0.047748,0.15755
0.047748,0.16232
0.047748,0.16709
0.047748,0.17187
0.047748,0.17664
0.047748,0.18142
0.047748,0.18619
0.047748,0.19096
0.047748,0.19574
0.047748,0.20051
0.047748,0.20528
0.047748,0.21006
0.047748,0.21483
0.047748,0.21961
0.047748,0.22438
0.047748,0.22915
0.047748,0.23393
0.047748,0.2387
0.047748,0.24347
0.047748,0.24825
0.047748,0.25302
0.047748,0.2578
0.047748,0.26257
0.047748,0.26734
0.047748,0.27212
0.047748,0.27689
0.047748,0.28167
0.047748,0.28644
0.047748,0.29121
0.047748,0.29599
0.047748,0.30076
0.047748,0.30553
0.047748,0.31031
0.047748,0.31508
0.047748,0.31986
0.047748,0.32463
0.047748,0.3294
0.047748,0.33418
0.047748,0.33895
0.047748,0.34372
0.047748,0.3485
0.047748,0.35327
0.047748,0.35805
0.047748,0.36282
0.047748,0.36759
0.047748,0.37237
0.047748,0.37714
0.047748,0.38192
0.047748,0.38669
0.047748,0.39146
0.047748,0.39624
0.047748,0.40101
0.047748,0.40578
0.047748,0.41056
0.047748,0.41533
0.047748,0.42011
0.047748,0.42488
0.047748,0.42965
0.047748,0.43443
0.047748,0.4392
0.047748,0.44398
0.047748,0.44875
0.047748,0.45352
0.047748,0.4583
0.047748,0.46307
0.047748,0.46784
0.047748,0.47262
0.047748,0.47739
0.047748,0.48217
0.047748,0.48694
0.047748,0.49171
0.047748,0.49649
0.047748,0.50126
0.047748,0.50603
0.047748,0.51081
0.047748,0.51558
0.047748,0.52036
0.047748,0.52513
0.047748,0.5299
0.047748,0.53468
0.047748,0.53945
0.047748,0.54423
0.047748,0.549
0.047748,0.55377
0.047748,0.55855
0.047748,0.56332
0.047748,0.56809
0.047748,0.57287
0.047748,0.57764
0.047748,0.58242
0.047748,0.58719
0.047748,0.59196
0.047748,0.59674
0.047748,0.60151
0.047748,0.60629
0.047748,0.61106
0.047748,0.61583
0.047748,0.62061
0.047748,0.62538
0.047748,0.63015
0.047748,0.63493
0.047748,0.6397
0.047748,0.64448
0.047748,0.64925
0.047748,0.65402
0.047748,0.6588
0.047748,0.66357
0.047748,0.66834
0.047748,0.67312
0.047748,0.67789
0.047748,0.68267
0.047748,0.68744
0.047748,0.69221
0.047748,0.69699
0.047748,0.70176
0.047748,0.70654
0.047748,0.71131
0.047748,0.71608
0.047748,0.72086
0.047748,0.72563
0.047748,0.7304
0.047748,0.73518
0.047748,0.73995
0.047748,0.74473
0.047748,0.7495
0.047748,0.75427
0.047748,0.75905
0.047748,0.76382
0.047748,0.76859
0.047748,0.77337
0.047748,0.77814
0.047748,0.78292
0.047748,0.78769
0.047748,0.79246
0.047748,0.79724
0.047748,0.80201
0.047748,0.80679
0.047748,0.81156
0.047748,0.81633
0.047748,0.82111
0.047748,0.82588
0.047748,0.83065
0.047748,0.83543
0.047748,0.8402
0.047748,0.84498
0.047748,0.84975
0.047748,0.85452
0.047748,0.8593
0.047748,0.86407
0.047748,0.86885
0.047748,0.87362
0.047748,0.87839
0.047748,0.88317
0.047748,0.88794
0.047748,0.89271
0.047748,0.89749
0.047748,0.90226
0.047748,0.90704
0.047748,0.91181
0.047748,0.91658
0.047748,0.92136
0.047748,0.92613
0.047748,0.9309
0.047748,0.93568
0.047748,0.94045
0.047748,0.94523
0.047748,0.95
0.047748,0.95001
0.047748,0.95026
0.047748,0.95051
0.047748,0.95076
0.047748,0.95101
0.047748,0.95127
0.047748,0.95152
0.047748,0.95177
0.047748,0.95202
0.047748,0.95227
0.047748,0.95252
0.047748,0.95277
0.047748,0.95302
0.047748,0.95328
0.047748,0.95353
0.047748,0.95378
0.047748,0.95403
0.047748,0.95428
0.047748,0.95453
0.047748,0.95478
0.047748,0.95503
0.047748,0.95528
0.047748,0.95554
0.047748,0.95579
0.047748,0.95604
0.047748,0.95629
0.047748,0.95654
0.047748,0.95679
0.047748,0.95704
0.047748,0.95729
0.047748,0.95754
0.047748,0.9578
0.047748,0.95805
0.047748,0.9583
0.047748,0.95855
0.047748,0.9588
0.047748,0.95905
0.047748,0.9593
0.047748,0.95955
0.047748,0.95981
0.047748,0.96006
0.047748,0.96031
0.047748,0.96056
0.047748,0.96081
0.047748,0.96106
0.047748,0.96131
0.047748,0.96156
0.047748,0.96181
0.047748,0.96207
0.047748,0.96232
0.047748,0.96257
0.047748,0.96282
0.047748,0.96307
0.047748,0.96332
0.047748,0.96357
0.047748,0.96382
0.047748,0.96407
0.047748,0.96433
0.047748,0.96458
0.047748,0.96483
0.047748,0.96508
0.047748,0.96533
0.047748,0.96558
0.047748,0.96583
0.047748,0.96608
0.047748,0.96634
0.047748,0.96659
0.047748,0.96684
0.047748,0.96709
0.047748,0.96734
0.047748,0.96759
0.047748,0.96784
0.047748,0.96809
0.047748,0.96834
0.047748,0.9686
0.047748,0.96885
0.047748,0.9691
0.047748,0.96935
0.047748,0.9696
0.047748,0.96985
0.047748,0.9701
0.047748,0.97035
0.047748,0.9706
0.047748,0.97086
0.047748,0.97111
0.047748,0.97136
0.047748,0.97161
0.047748,0.97186
0.047748,0.97211
0.047748,0.97236
0.047748,0.97261
0.047748,0.97287
0.047748,0.97312
0.047748,0.97337
0.047748,0.97362
0.047748,0.97387
0.047748,0.97412
0.047748,0.97437
0.047748,0.97462
0.047748,0.97487
0.047748,0.97513
0.047748,0.97538
0.047748,0.97563
0.047748,0.97588
0.047748,0.97613
0.047748,0.97638
0.047748,0.97663
0.047748,0.97688
0.047748,0.97713
0.047748,0.97739
0.047748,0.97764
0.047748,0.97789
0.047748,0.97814
0.047748,0.97839
0.047748,0.97864
0.047748,0.97889
0.047748,0.97914
0.047748,0.9794
0.047748,0.97965
0.047748,0.9799
0.047748,0.98015
0.047748,0.9804
0.047748,0.98065
0.047748,0.9809
0.047748,0.98115
0.047748,0.9814
0.047748,0.98166
0.047748,0.98191
0.047748,0.98216
0.047748,0.98241
0.047748,0.98266
0.047748,0.98291
0.047748,0.98316
0.047748,0.98341
0.047748,0.98366
0.047748,0.98392
0.047748,0.98417
0.047748,0.98442
0.047748,0.98467
0.047748,0.98492
0.047748,0.98517
0.047748,0.98542
0.047748,0.98567
0.047748,0.98593
0.047748,0.98618
0.047748,0.98643
0.047748,0.98668
0.047748,0.98693
0.047748,0.98718
0.047748,0.98743
0.047748,0.98768
0.047748,0.98793
0.047748,0.98819
0.047748,0.98844
0.047748,0.98869
0.047748,0.98894
0.047748,0.98919
0.047748,0.98944
0.047748,0.98969
0.047748,0.98994
0.047748,0.99019
0.047748,0.99045
0.047748,0.9907
0.047748,0.99095
0.047748,0.9912
0.047748,0.99145
0.047748,0.9917
0.047748,0.99195
0.047748,0.9922
0.047748,0.99246
0.047748,0.99271
0.047748,0.99296
0.047748,0.99321
0.047748,0.99346
0.047748,0.99371
0.047748,0.99396
0.047748,0.99421
0.047748,0.99446
0.047748,0.99472
0.047748,0.99497
0.047748,0.99522
0.047748,0.99547
0.047748,0.99572
0.047748,0.99597
0.047748,0.99622
0.047748,0.99647
0.047748,0.99672
0.047748,0.99698
0.047748,0.99723
0.047748,0.99748
0.047748,0.99773
0.047748,0.99798
0.047748,0.99823
0.047748,0.99848
0.047748,0.99873
0.047748,0.99899
0.047748,0.99924
0.047748,0.99949
0.047748,0.99974
0.047748,0.99999
0.052522,1e-05
0.052522,0.0047838
0.052522,0.0095576
0.052522,0.014331
0.052522,0.019105
0.052522,0.023879
0.052522,0.028653
0.052522,0.033427
0.052522,0.038201
0.052522,0.042974
0.052522,0.047748
0.052522,0.052522
0.052522,0.057296
0.052522,0.06207
0.052522,0.066843
0.052522,0.071617
0.052522,0.076391
0.052522,0.081165
0.052522,0.085939
0.052522,0.090713
0.052522,0.095486
0.052522,0.10026
0.052522,0.10503
0.052522,0.10981
0.052522,0.11458
0.052522,0.11936
0.052522,0.12413
0.052522,0.1289
0.052522,0.13368
0.052522,0.13845
0.052522,0.14322
0.052522,0.148
0.052522,0.15277
0.052522,0.15755
0.052522,0.16232
0.052522,0.16709
0.052522,0.17187
0.052522,0.17664
0.052522,0.18142
0.052522,0.18619
0.052522,0.19096
0.052522,0.19574
0.052522,0.20051
0.052522,0.20528
0.052522,0.21006
0.052522,0.21483
0.052522,0.21961
0.052522,0.22438
0.052522,0.22915
0.052522,0.23393
0.052522,0.2387
0.052522,0.24347
0.052522,0.24825
0.052522,0.25302
0.052522,0.2578
0.052522,0.26257
0.052522,0.26734
0.052522,0.27212
0.052522,0.27689
0.052522,0.28167
0.052522,0.28644
0.052522,0.29121
0.052522,0.29599
0.052522,0.30076
0.052522,0.30553
0.052522,0.31031
0.052522,0.31508
0.052522,0.31986
0.052522,0.32463
0.052522,0.3294
0.052522,0.33418
0.052522,0.33895
0.052522,0.34372
0.052522,0.3485
0.052522,0.35327
0.052522,0.35805
0.052522,0.36282
0.052522,0.36759
0.052522,0.37237
0.052522,0.37714
0.052522,0.38192
0.052522,0.38669
0.052522,0.39146
0.052522,0.39624
0.052522,0.40101
0.052522,0.40578
0.052522,0.41056
0.052522,0.41533
0.052522,0.42011
0.052522,0.42488
0.052522,0.42965
0.052522,0.43443
0.052522,0.4392
0.052522,0.44398
0.052522,0.44875
0.052522,0.45352
0.052522,0.4583
0.052522,0.46307
0.052522,0.46784
0.052522,0.47262
0.052522,0.47739
0.052522,0.48217
0.052522,0.48694
0.052522,0.49171
0.052522,0.49649
0.052522,0.50126
0.052522,0.50603
0.052522,0.51081
0.052522,0.51558
0.052522,0.52036
0.052522,0.52513
0.052522,0.5299
0.052522,0.53468
0.052522,0.53945
0.052522,0.54423
0.052522,0.549
0.052522,0.55377
0.052522,0.55855
0.052522,0.56332
0.052522,0.56809
0.052522,0.57287
0.052522,0.57764
0.052522,0.58242
0.052522,0.58719
0.052522,0.59196
0.052522,0.59674
0.052522,0.60151
0.052522,0.60629
0.052522,0.61106
0.052522,0.61583
0.052522,0.62061
0.052522,0.62538
0.052522,0.63015
0.052522,0.63493
0.052522,0.6397
0.052522,0.64448
0.052522,0.64925
0.052522,0.65402
0.052522,0.6588
0.052522,0.66357
0.052522,0.66834
0.052522,0.67312
0.052522,0.67789
0.052522,0.68267
0.052522,0.68744
0.052522,0.69221
0.052522,0.69699
0.052522,0.70176
0.052522,0.70654
0.052522,0.71131
0.052522,0.71608
0.052522,0.72086
0.052522,0.72563
0.052522,0.7304
0.052522,0.73518
0.052522,0.73995
0.052522,0.74473
0.052522,0.7495
0.052522,0.75427
0.052522,0.75905
0.052522,0.76382
0.052522,0.76859
0.052522,0.77337
0.052522,0.77814
0.052522,0.78292
0.052522,0.78769
0.052522,0.79246
0.052522,0.79724
0.052522,0.80201
0.052522,0.80679
0.052522,0.81156
0.052522,0.81633
0.052522,0.82111
0.052522,0.82588
0.052522,0.83065
0.052522,0.83543
0.052522,0.8402
0.052522,0.84498
0.052522,0.84975
0.052522,0.85452
0.052522,0.8593
0.052522,0.86407
0.052522,0.86885
0.052522,0.87362
0.052522,0.87839
0.052522,0.88317
0.052522,0.88794
0.052522,0.89271
0.052522,0.89749
0.052522,0.90226
0.052522,0.90704
0.052522,0.91181
0.052522,0.91658
0.052522,0.92136
0.052522,0.92613
0.052522,0.9309
0.052522,0.93568
0.052522,0.94045
0.052522,0.94523
0.052522,0.95
0.052522,0.95001
0.052522,0.95026
0.052522,0.95051
0.052522,0.95076
0.052522,0.95101
0.052522,0.95127
0.052522,0.95152
0.052522,0.95177
0.052522,0.95202
0.052522,0.95227
0.052522,0.95252
0.052522,0.95277
0.052522,0.95302
0.052522,0.95328
0.052522,0.95353
0.052522,0.95378
0.052522,0.95403
0.052522,0.95428
0.052522,0.95453
0.052522,0.95478
0.052522,0.95503
0.052522,0.95528
0.052522,0.95554
0.052522,0.95579
0.052522,0.95604
0.052522,0.95629
0.052522,0.95654
0.052522,0.95679
0.052522,0.95704
0.052522,0.95729
0.052522,0.95754
0.052522,0.9578
0.052522,0.95805
0.052522,0.9583
0.052522,0.95855
0.052522,0.9588
0.052522,0.95905
0.052522,0.9593
0.052522,0.95955
0.052522,0.95981
0.052522,0.96006
0.052522,0.96031
0.052522,0.96056
0.052522,0.96081
0.052522,0.96106
0.052522,0.96131
0.052522,0.96156
0.052522,0.96181
0.052522,0.96207
0.052522,0.96232
0.052522,0.96257
0.052522,0.96282
0.052522,0.96307
0.052522,0.96332
0.052522,0.96357
0.052522,0.96382
0.052522,0.96407
0.052522,0.96433
0.052522,0.96458
0.052522,0.96483
0.052522,0.96508
0.052522,0.96533
0.052522,0.96558
0.052522,0.96583
0.052522,0.96608
0.052522,0.96634
0.052522,0.96659
0.052522,0.96684
0.052522,0.96709
0.052522,0.96734
0.052522,0.96759
0.052522,0.96784
0.052522,0.96809
0.052522,0.96834
0.052522,0.9686
0.052522,0.96885
0.052522,0.9691
0.052522,0.96935
0.052522,0.9696
0.052522,0.96985
0.052522,0.9701
0.052522,0.97035
0.052522,0.9706
0.052522,0.97086
0.052522,0.97111
0.052522,0.97136
0.052522,0.97161
0.052522,0.97186
0.052522,0.97211
0.052522,0.97236
0.052522,0.97261
0.052522,0.97287
0.052522,0.97312
0.052522,0.97337
0.052522,0.97362
0.052522,0.97387
0.052522,0.97412
0.052522,0.97437
0.052522,0.97462
0.052522,0.97487
0.052522,0.97513
0.052522,0.97538
0.052522,0.97563
0.052522,0.97588
0.052522,0.97613
0.052522,0.97638
0.052522,0.97663
0.052522,0.97688
0.052522,0.97713
0.052522,0.97739
0.052522,0.97764
0.052522,0.97789
0.052522,0.97814
0.052522,0.97839
0.052522,0.97864
0.052522,0.97889
0.052522,0.97914
0.052522,0.9794
0.052522,0.97965
0.052522,0.9799
0.052522,0.98015
0.052522,0.9804
0.052522,0.98065
0.052522,0.9809
0.052522,0.98115
0.052522,0.9814
0.052522,0.98166
0.052522,0.98191
0.052522,0.98216
0.052522,0.98241
0.052522,0.98266
0.052522,0.98291
0.052522,0.98316
0.052522,0.98341
0.052522,0.98366
0.052522,0.98392
0.052522,0.98417
0.052522,0.98442
0.052522,0.98467
0.052522,0.98492
0.052522,0.98517
0.052522,0.98542
0.052522,0.98567
0.052522,0.98593
0.052522,0.98618
0.052522,0.98643
0.052522,0.98668
0.052522,0.98693
0.052522,0.98718
0.052522,0.98743
0.052522,0.98768
0.052522,0.98793
0.052522,0.98819
0.052522,0.98844
0.052522,0.98869
0.052522,0.98894
0.052522,0.98919
0.052522,0.98944
0.052522,0.98969
0.052522,0.98994
0.052522,0.99019
0.052522,0.99045
0.052522,0.9907
0.052522,0.99095
0.052522,0.9912
0.052522,0.99145
0.052522,0.9917
0.052522,0.99195
0.052522,0.9922
0.052522,0.99246
0.052522,0.99271
0.052522,0.99296
0.052522,0.99321
0.052522,0.99346
0.052522,0.99371
0.052522,0.99396
0.052522,0.99421
0.052522,0.99446
0.052522,0.99472
0.052522,0.99497
0.052522,0.99522
0.052522,0.99547
0.052522,0.99572
0.052522,0.99597
0.052522,0.99622
0.052522,0.99647
0.052522,0.99672
0.052522,0.99698
0.052522,0.99723
0.052522,0.99748
0.052522,0.99773
0.052522,0.99798
0.052522,0.99823
0.052522,0.99848
0.052522,0.99873
0.052522,0.99899
0.052522,0.99924
0.052522,0.99949
0.052522,0.99974
0.052522,0.99999
0.057296,1e-05
0.057296,0.0047838
0.057296,0.0095576
0.057296,0.014331
0.057296,0.019105
0.057296,0.023879
0.057296,0.028653
0.057296,0.033427
0.057296,0.038201
0.057296,0.042974
0.057296,0.047748
0.057296,0.052522
0.057296,0.057296
0.057296,0.06207
0.057296,0.066843
0.057296,0.071617
0.057296,0.076391
0.057296,0.081165
0.057296,0.085939
0.057296,0.090713
0.057296,0.095486
0.057296,0.10026
0.057296,0.10503
0.057296,0.10981
0.057296,0.11458
0.057296,0.11936
0.057296,0.12413
0.057296,0.1289
0.057296,0.13368
0.057296,0.13845
0.057296,0.14322
0.057296,0.148
0.057296,0.15277
0.057296,0.15755
0.057296,0.16232
0.057296,0.16709
0.057296,0.17187
0.057296,0.17664
0.057296,0.18142
0.057296,0.18619
0.057296,0.19096
0.057296,0.19574
0.057296,0.20051
0.057296,0.20528
0.057296,0.21006
0.057296,0.21483
0.057296,0.21961
0.057296,0.22438
0.057296,0.22915
0.057296,0.23393
0.057296,0.2387
0.057296,0.24347
0.057296,0.24825
0.057296,0.25302
0.057296,0.2578
0.057296,0.26257
0.057296,0.26734
0.057296,0.27212
0.057296,0.27689
0.057296,0.28167
0.057296,0.28644
0.057296,0.29121
0.057296,0.29599
0.057296,0.30076
0.057296,0.30553
0.057296,0.31031
0.057296,0.31508
0.057296,0.31986
0.057296,0.32463
0.057296,0.3294
0.057296,0.33418
0.057296,0.33895
0.057296,0.34372
0.057296,0.3485
0.057296,0.35327
0.057296,0.35805
0.057296,0.36282
0.057296,0.36759
0.057296,0.37237
0.057296,0.37714
0.057296,0.38192
0.057296,0.38669
0.057296,0.39146
0.057296,0.39624
0.057296,0.40101
0.057296,0.40578
0.057296,0.41056
0.057296,0.41533
0.057296,0.42011
0.057296,0.42488
0.057296,0.42965
0.057296,0.43443
0.057296,0.4392
0.057296,0.44398
0.057296,0.44875
0.057296,0.45352
0.057296,0.4583
0.057296,0.46307
0.057296,0.46784
0.057296,0.47262
0.057296,0.47739
0.057296,0.48217
0.057296,0.48694
0.057296,0.49171
0.057296,0.49649
0.057296,0.50126
0.057296,0.50603
0.057296,0.51081
0.057296,0.51558
0.057296,0.52036
0.057296,0.52513
0.057296,0.5299
0.057296,0.53468
0.057296,0.53945
0.057296,0.54423
0.057296,0.549
0.057296,0.55377
0.057296,0.55855
0.057296,0.56332
0.057296,0.56809
0.057296,0.57287
0.057296,0.57764
0.057296,0.58242
0.057296,0.58719
0.057296,0.59196
0.057296,0.59674
0.057296,0.60151
0.057296,0.60629
0.057296,0.61106
0.057296,0.61583
0.057296,0.62061
0.057296,0.62538
0.057296,0.63015
0.057296,0.63493
0.057296,0.6397
0.057296,0.64448
0.057296,0.64925
0.057296,0.65402
0.057296,0.6588
0.057296,0.66357
0.057296,0.66834
0.057296,0.67312
0.057296,0.67789
0.057296,0.68267
0.057296,0.68744
0.057296,0.69221
0.057296,0.69699
0.057296,0.70176
0.057296,0.70654
0.057296,0.71131
0.057296,0.71608
0.057296,0.72086
0.057296,0.72563
0.057296,0.7304
0.057296,0.73518
0.057296,0.73995
0.057296,0.74473
0.057296,0.7495
0.057296,0.75427
0.057296,0.75905
0.057296,0.76382
0.057296,0.76859
0.057296,0.77337
0.057296,0.77814
0.057296,0.78292
0.057296,0.78769
0.057296,0.79246
0.057296,0.79724
0.057296,0.80201
0.057296,0.80679
0.057296,0.81156
0.057296,0.81633
0.057296,0.82111
0.057296,0.82588
0.057296,0.83065
0.057296,0.83543
0.057296,0.8402
0.057296,0.84498
0.057296,0.84975
0.057296,0.85452
0.057296,0.8593
0.057296,0.86407
0.057296,0.86885
0.057296,0.87362
0.057296,0.87839
0.057296,0.88317
0.057296,0.88794
0.057296,0.89271
0.057296,0.89749
0.057296,0.90226
0.057296,0.90704
0.057296,0.91181
0.057296,0.91658
0.057296,0.92136
0.057296,0.92613
0.057296,0.9309
0.057296,0.93568
0.057296,0.94045
0.057296,0.94523
0.057296,0.95
0.057296,0.95001
0.057296,0.95026
0.057296,0.95051
0.057296,0.95076
0.057296,0.95101
0.057296,0.95127
0.057296,0.95152
0.057296,0.95177
0.057296,0.95202
0.057296,0.95227
0.057296,0.95252
0.057296,0.95277
0.057296,0.95302
0.057296,0.95328
0.057296,0.95353
0.057296,0.95378
0.057296,0.95403
0.057296,0.95428
0.057296,0.95453
0.057296,0.95478
0.057296,0.95503
0.057296,0.95528
0.057296,0.95554
0.057296,0.95579
0.057296,0.95604
0.057296,0.95629
0.057296,0.95654
0.057296,0.95679
0.057296,0.95704
0.057296,0.95729
0.057296,0.95754
0.057296,0.9578
0.057296,0.95805
0.057296,0.9583
0.057296,0.95855
0.057296,0.9588
0.057296,0.95905
0.057296,0.9593
0.057296,0.95955
0.057296,0.95981
0.057296,0.96006
0.057296,0.96031
0.057296,0.96056
0.057296,0.96081
0.057296,0.96106
0.057296,0.96131
0.057296,0.96156
0.057296,0.96181
0.057296,0.96207
0.057296,0.96232
0.057296,0.96257
0.057296,0.96282
0.057296,0.96307
0.057296,0.96332
0.057296,0.96357
0.057296,0.96382
0.057296,0.96407
0.057296,0.96433
0.057296,0.96458
0.057296,0.96483
0.057296,0.96508
0.057296,0.96533
0.057296,0.96558
0.057296,0.96583
0.057296,0.96608
0.057296,0.96634
0.057296,0.96659
0.057296,0.96684
0.057296,0.96709
0.057296,0.96734
0.057296,0.96759
0.057296,0.96784
0.057296,0.96809
0.057296,0.96834
0.057296,0.9686
0.057296,0.96885
0.057296,0.9691
0.057296,0.96935
0.057296,0.9696
0.057296,0.96985
0.057296,0.9701
0.057296,0.97035
0.057296,0.9706
0.057296,0.97086
0.057296,0.97111
0.057296,0.97136
0.057296,0.97161
0.057296,0.97186
0.057296,0.97211
0.057296,0.97236
0.057296,0.97261
0.057296,0.97287
0.057296,0.97312
0.057296,0.97337
0.057296,0.97362
0.057296,0.97387
0.057296,0.97412
0.057296,0.97437
0.057296,0.97462
0.057296,0.97487
0.057296,0.97513
0.057296,0.97538
0.057296,0.97563
0.057296,0.97588
0.057296,0.97613
0.057296,0.97638
0.057296,0.97663
0.057296,0.97688
0.057296,0.97713
0.057296,0.97739
0.057296,0.97764
0.057296,0.97789
0.057296,0.97814
0.057296,0.97839
0.057296,0.97864
0.057296,0.97889
0.057296,0.97914
0.057296,0.9794
0.057296,0.97965
0.057296,0.9799
0.057296,0.98015
0.057296,0.9804
0.057296,0.98065
0.057296,0.9809
0.057296,0.98115
0.057296,0.9814
0.057296,0.98166
0.057296,0.98191
0.057296,0.98216
0.057296,0.98241
0.057296,0.98266
0.057296,0.98291
0.057296,0.98316
0.057296,0.98341
0.057296,0.98366
0.057296,0.98392
0.057296,0.98417
0.057296,0.98442
0.057296,0.98467
0.057296,0.98492
0.057296,0.98517
0.057296,0.98542
0.057296,0.98567
0.057296,0.98593
0.057296,0.98618
0.057296,0.98643
0.057296,0.98668
0.057296,0.98693
0.057296,0.98718
0.057296,0.98743
0.057296,0.98768
0.057296,0.98793
0.057296,0.98819
0.057296,0.98844
0.057296,0.98869
0.057296,0.98894
0.057296,0.98919
0.057296,0.98944
0.057296,0.98969
0.057296,0.98994
0.057296,0.99019
0.057296,0.99045
0.057296,0.9907
0.057296,0.99095
0.057296,0.9912
0.057296,0.99145
0.057296,0.9917
0.057296,0.99195
0.057296,0.9922
0.057296,0.99246
0.057296,0.99271
0.057296,0.99296
0.057296,0.99321
0.057296,0.99346
0.057296,0.99371
0.057296,0.99396
0.057296,0.99421
0.057296,0.99446
0.057296,0.99472
0.057296,0.99497
0.057296,0.99522
0.057296,0.99547
0.057296,0.99572
0.057296,0.99597
0.057296,0.99622
0.057296,0.99647
0.057296,0.99672
0.057296,0.99698
0.057296,0.99723
0.057296,0.99748
0.057296,0.99773
0.057296,0.99798
0.057296,0.99823
0.057296,0.99848
0.057296,0.99873
0.057296,0.99899
0.057296,0.99924
0.057296,0.99949
0.057296,0.99974
0.057296,0.99999
0.06207,1e-05
0.06207,0.0047838
0.06207,0.0095576
0.06207,0.014331
0.06207,0.019105
0.06207,0.023879
0.06207,0.028653
0.06207,0.033427
0.06207,0.038201
0.06207,0.042974
0.06207,0.047748
0.06207,0.052522
0.06207,0.057296
0.06207,0.06207
0.06207,0.066843
0.06207,0.071617
0.06207,0.076391
0.06207,0.081165
0.06207,0.085939
0.06207,0.090713
0.06207,0.095486
0.06207,0.10026
0.06207,0.10503
0.06207,0.10981
0.06207,0.11458
0.06207,0.11936
0.06207,0.12413
0.06207,0.1289
0.06207,0.13368
0.06207,0.13845
0.06207,0.14322
0.06207,0.148
0.06207,0.15277
0.06207,0.15755
0.06207,0.16232
0.06207,0.16709
0.06207,0.17187
0.06207,0.17664
0.06207,0.18142
0.06207,0.18619
0.06207,0.19096
0.06207,0.19574
0.06207,0.20051
0.06207,0.20528
0.06207,0.21006
0.06207,0.21483
0.06207,0.21961
0.06207,0.22438
0.06207,0.22915
0.06207,0.23393
0.06207,0.2387
0.06207,0.24347
0.06207,0.24825
0.06207,0.25302
0.06207,0.2578
0.06207,0.26257
0.06207,0.26734
0.06207,0.27212
0.06207,0.27689
0.06207,0.28167
0.06207,0.28644
0.06207,0.29121
0.06207,0.29599
0.06207,0.30076
0.06207,0.30553
0.06207,0.31031
0.06207,0.31508
0.06207,0.31986
0.06207,0.32463
0.06207,0.3294
0.06207,0.33418
0.06207,0.33895
0.06207,0.34372
0.06207,0.3485
0.06207,0.35327
0.06207,0.35805
0.06207,0.36282
0.06207,0.36759
0.06207,0.37237
0.06207,0.37714
0.06207,0.38192
0.06207,0.38669
0.06207,0.39146
0.06207,0.39624
0.06207,0.40101
0.06207,0.40578
0.06207,0.41056
0.06207,0.41533
0.06207,0.42011
0.06207,0.42488
0.06207,0.42965
0.06207,0.43443
0.06207,0.4392
0.06207,0.44398
0.06207,0.44875
0.06207,0.45352
0.06207,0.4583
0.06207,0.46307
0.06207,0.46784
0.06207,0.47262
0.06207,0.47739
0.06207,0.48217
0.06207,0.48694
0.06207,0.49171
0.06207,0.49649
0.06207,0.50126
0.06207,0.50603
0.06207,0.51081
0.06207,0.51558
0.06207,0.52036
0.06207,0.52513
0.06207,0.5299
0.06207,0.53468
0.06207,0.53945
0.06207,0.54423
0.06207,0.549
0.06207,0.55377
0.06207,0.55855
0.06207,0.56332
0.06207,0.56809
0.06207,0.57287
0.06207,0.57764
0.06207,0.58242
0.06207,0.58719
0.06207,0.59196
0.06207,0.59674
0.06207,0.60151
0.06207,0.60629
0.06207,0.61106
0.06207,0.61583
0.06207,0.62061
0.06207,0.62538
0.06207,0.63015
0.06207,0.63493
0.06207,0.6397
0.06207,0.64448
0.06207,0.64925
0.06207,0.65402
0.06207,0.6588
0.06207,0.66357
0.06207,0.66834
0.06207,0.67312
0.06207,0.67789
0.06207,0.68267
0.06207,0.68744
0.06207,0.69221
