34.13	5.1004
11.78	5.3084
23.24	5.3994
20.53	5.2674
6.33	5.2854
8.25	5.2314
32.46	5.3174
18.66	5.2864
18.24	5.1414
3.9	5.1574
72.4	5.2734
8.76	5.5044
26.7	5.2684
6.84	5.5824
63.25	5.1744
15.31	5.2644
12.99	5.5014
18.88	5.3164
5.67	5.3194
89.79	5.2594
20.3	5.3094
153.74	5.3214
15.16	5.1604
10.13	5.2784
96.3	5.3434
37.71	5.0934
126.62	5.8614
62.26	5.3234
42.28	5.2274
24.88	5.2864
43.56	5.2094
29.03	5.4584
16.57	5.5574
14.6	5.2394
15.91	5.3284
18.75	5.2014
