288.83	4.503
170.51	4.418
195.5	4.584
188.46	4.901
12.56	5.076
100.81	4.926
14.56	5.192
6.3	5.18
183.59	4.606
107.06	4.849
11.67	5.867
10.49	4.955
136.47	4.673
48.08	4.604
311.2	4.991
17.74	4.694
335.51	5.192
44.9	4.6
71.5	4.789
12.2	4.422
46.6	4.52
263.06	4.665
32.5	4.895
132.56	4.699
4.94	4.553
4.03	5.174
61.24	4.7
49.16	4.684
15.61	4.615
3.96	4.76
6.41	4.53
124.16	4.476
5.72	4.654
5.5	4.46
36.33	4.78
51.38	4.753
10.3	4.555
294.74	4.85
21.53	4.653
39.46	4.979
14.23	4.968
169.8	4.959
46.17	5.221
66.73	4.799
31.16	4.565
286.74	5.079
12.78	4.863
4.44	4.861
159.05	4.723
20.26	5.197
15.09	4.91
8.77	5.087
