454.58	3.052
332.6	3.384
331.02	3.075
325.22	3.349
384.27	3.59
350.51	4.379
412.61	2.564
393.34	3.166
475.74	3.435
248.79	3.418
288.43	2.763
581.66	3.878
185.85	4.299
297.8	2.897
319.42	3.577
435.49	3.299
336.61	2.386
304.43	2.484
321.68	2.961
445.12	3.742
216.07	2.759
428.64	4.166
384.34	3.515
296.73	3.694
274.1	3.238
347.71	4.045
424.95	2.725
238.73	3.158
335.35	3.324
320.83	2.731
362.12	3.205
360.92	2.545
380.39	3.939
353.62	3.102
315.42	3.316
265.74	3.312
333.89	2.682
370.8	4.206
318.94	2.577
206.37	2.617
389.09	2.876
249.37	3.882
325.41	2.849
468.44	2.947
277.5	3.085
242.47	4.129
482.45	3.893
331.27	3.284
320.29	4.26
473.94	3.44
337.95	3.343
279.97	3.26
