121.03	3.589
151.86	3.539
77.21	3.609
82.18	3.542
83.41	4.83
124.26	3.946
136.59	3.609
94.98	3.777
132.25	3.985
81.54	3.939
97.97	4.276
133.74	4.413
102.4	4.837
128.68	4.025
103.21	5.115
128.77	4.209
65.88	4.119
61.44	3.366
99.36	3.579
137.02	4.276
75.45	3.995
125.75	4.708
92.37	4.843
96	3.329
81.71	3.764
87.17	4.453
57.84	3.908
50.89	4.695
118.94	4.25
107.42	3.508
98.66	3.706
66.83	4.548
69.22	4.401
69.73	4.251
111.33	3.85
73.43	3.844
94.63	3.185
125.67	3.023
82.86	3.965
135.92	3.467
172.91	3.394
131.52	3.795
73.05	3.368
100.8	4.355
87.6	3.617
98.41	3.449
115.56	4.123
94.83	4.54
86.71	4.017
117.3	3.975
125.01	4.479
156.64	3.777
