10.65392923	2.206985644
7.638079166	2.27011951
12.2035861	2.476739432
6.433330059	2.436563336
5.610862017	2.298816721
21.26069927	2.367690029
43.61780548	2.161070106
17.18682957	2.155330664
4.962456465	2.252901183
23.32974434	2.235682856
4.251546144	2.264380067
10.20799398	2.453781663
11.43549919	2.149591222
21.50262547	2.212725087
7.475203991	2.189767318
3.31883204	2.109415126
11.43280649	2.218464529
4.022143126	2.12089401
15.60893965	2.166809548
20.15224457	2.316035048
6.721683502	2.229943414
6.840693712	2.161070106
3.714048386	2.407866125
7.840446234	2.178288433
38.47862244	2.304556163
7.841465473	2.287337837
3.427980661	2.212725087
26.8080101	2.138112337
7.183019161	2.143851779
41.96629715	2.178288433
25.08477879	2.092196799
17.33419037	2.172548991
28.77436447	2.184027875
11.14338064	2.074978472
6.471302032	2.161070106
11.35785246	2.155330664
11.29611588	2.201246202
6.078459024	2.109415126
8.769612312	2.149591222
5.136624575	2.086457356
5.845969915	2.063499587
