141.95	4.06
226.43	4.598
215.49	4.46
192.57	4.157
193.85	4.542
251.98	3.47
326.61	3.965
258.18	3.802
209.45	4.292
269.28	3.892
256.14	3.488
272.06	3.511
204.37	3.713
192.59	3.271
162.45	4.334
229.63	4.19
159	3.751
210.14	3.765
224.5	4.577
276.45	4.391
197.72	4.2
242.1	3.868
405.57	3.46
397.17	4.422
257.85	3.541
427.33	4.266
205.48	3.858
206.47	4.308
322.39	3.573
214.9	4.021
220.4	4.03
407.18	3.906
332.42	4.007
206.36	4.199
