252.73	1.624
295.76	1.694
246.83	2.005
230.48	1.546
212.99	1.637
187.19	1.588
193.44	1.774
218.85	1.782
316.05	1.702
260.73	1.568
266.04	1.666
330.51	1.82
242.73	1.646
240.45	1.797
126.97	1.711
154.07	1.721
207.7	1.629
223.78	1.51
178.98	1.838
289.49	1.571
249.29	2.189
195.12	1.792
119.01	2.003
236.7	1.832
234.24	1.793
184.68	1.774
402.29	1.546
167.56	1.333
318.17	1.504
89.76	1.532
183.2	1.852
405.55	2.067
193.56	1.455
260.24	1.946
235.49	1.864
270.48	1.884
469.95	1.675
379.47	1.904
222.32	2.021
229.13	1.889
206.48	1.695
180.7	1.593
443.87	1.499
161.84	1.837
160.91	1.623
