4615.646061	1.295
3426.338487	1.326
3398.02164	0.96
1888.733695	0.777
12062.97682	3.215
8778.22257	2.636
1146.832304	0.747
3482.972181	1.143
2809.031222	1.112
1953.862443	1.112
11524.95673	3.368
3341.387946	1.021
2075.624885	1.051
3681.19011	1.57
1665.030604	1.228
1155.327358	0.747
2593.823185	1.051
3313.071099	1.051
3567.922722	1.448
2944.952088	1.265
4134.259662	1.356
2678.773726	0.929
3086.536323	1.082
5861.587329	1.57
1846.258424	0.99
1951.030758	1.112
2304.991346	1.326
1347.881917	0.96
3284.754252	0.929
3114.85317	1.021
3228.120558	1.509
3086.536323	1.112
2585.328131	1.417
2622.140032	1.189
2194.555643	1.012
3936.041733	1.167
2135.090264	1.356
824.0202477	0.737
2426.753788	1.307
2534.357807	1.295
9457.826898	2.646
2831.6847	1.198
1370.535395	1.14
5266.933542	1.896
5493.468318	1.405
2469.229058	1.073
3964.35858	1.173
5691.686247	2.182
1928.377281	1.207
1512.11963	1.094
2624.971717	1.304
3426.338487	1.216
5918.221023	1.749
8296.836171	2.396
3454.655334	1.085
4332.477591	1.527
3539.605875	1.396
2605.149924	1.164
2372.951779	1.103
2735.40742	1.176
2633.466771	1.143
5068.715613	1.755
3964.35858	1.445
2409.76368	1.189
9231.292122	2.465
3058.219476	1.588
3964.35858	1.669
1265.763061	1.03
1653.703865	1.089
1829.268316	1.251
1373.36708	1.276
4247.52705	1.411
3737.823804	1.522
2169.07048	1.316
3143.170017	1.155
3624.556416	1.698
3313.071099	1.402
5436.834624	1.999
4587.329214	1.711
3794.457498	1.862
2588.159816	1.256
4077.625968	1.727
1670.693973	1.435
