288.83	3.962
371.65	3.458
378.01	3.739
383.63	2.474
292.15	3.398
313.16	2.539
510.91	3.116
448.39	3.306
499.9	3.466
314.9	3.365
289.4	3.712
428.96	3.334
212.18	3.021
373.02	3.367
451.56	2.944
336.7	3.743
399.65	3.237
252.77	2.793
367.98	3.667
427.32	3.664
245.64	3.379
263.06	4.124
236.7	3.003
422.12	2.912
427.89	3.189
385.6	3.682
392.47	3.185
263.62	3.759
348.82	3.387
254	3.049
360.59	3.938
185.44	2.691
212.85	3.116
297.15	3.454
306.1	3.285
264.11	2.84
309.89	3.322
369.07	2.521
488.97	3.437
421.04	2.978
418.86	2.988
370.88	3.16
339.37	3.399
519.07	4.085
360.49	3.018
286.74	4.559
544.3	3.512
319.63	2.732
528.56	3.453
353.35	3.421
560.28	3.377
606.58	4.116
