425.58	4.668
98.83	4.531
33.73	4.822
5.47	5.03
19.73	5.322
100.52	5.032
17.25	5.469
10.14	5.438
214.27	4.739
179.52	5.055
15.38	6.089
14.6	5.205
273.86	4.837
74.85	4.805
559.35	5.115
9.44	4.944
341.39	5.352
36.21	4.746
222.59	4.944
21.66	4.662
94.63	4.755
352.64	4.901
39.64	5.131
145.65	4.815
5.92	4.835
4.61	5.375
120.57	4.979
15.92	4.82
22.16	4.816
16.72	5.003
6.96	4.824
76.84	4.744
10.71	4.947
36.94	4.77
53.05	4.979
70.63	4.968
17.68	4.805
497.44	4.972
22.91	4.906
18.62	5.211
15.77	5.188
219.56	5.285
58.92	5.495
86.57	4.929
134.1	4.807
328.81	5.321
18.86	5.086
6.75	5.159
150.22	5.041
23.98	5.422
8.01	5.149
9.21	5.393
