454.58	3.575
332.6	3.903
331.02	3.603
325.22	3.877
384.27	4.116
350.51	4.932
412.61	3.056
393.34	3.686
475.74	3.964
248.79	3.948
288.43	3.276
581.66	4.438
185.85	4.856
297.8	3.412
319.42	4.109
435.49	3.804
336.61	2.885
304.43	2.986
321.68	3.474
445.12	4.291
216.07	3.275
428.64	4.726
384.34	4.05
296.73	4.223
274.1	3.771
347.71	4.608
424.95	3.248
238.73	3.69
335.35	3.866
320.83	3.25
362.12	3.734
360.92	3.07
380.39	4.504
353.62	3.639
315.42	3.845
265.74	3.844
333.89	3.176
370.8	4.72
318.94	3.089
206.37	3.126
389.09	3.363
249.37	4.446
325.41	3.369
468.44	3.461
277.5	3.619
242.47	4.693
482.45	4.444
331.27	3.825
320.29	4.822
473.94	3.981
337.95	3.861
279.97	3.74
