288.8250732	4.002
170.5132828	3.903
30.52429199	4.099
188.45681	4.384
12.55836964	4.6
100.8106613	4.414
14.56126928	4.735
6.298109293	4.734
183.5915298	4.094
107.0584755	4.379
11.66896296	5.419
10.48996305	4.491
136.4697647	4.168
48.07836723	4.109
311.1996155	4.483
17.74397469	4.236
335.5094452	4.696
44.89784431	4.089
71.50175858	4.288
12.20301437	3.944
46.59822273	4.04
263.0571289	4.178
32.49854088	4.43
132.5628433	4.196
4.937176228	4.089
4.027818918	4.713
61.23662567	4.232
49.16167259	4.211
15.61229372	4.135
3.958198428	4.313
6.4096632	4.072
124.1576462	3.979
5.72175622	4.205
5.499313354	4.015
36.32512856	4.292
51.37895966	4.271
10.30435133	4.091
294.738205	4.366
21.52964687	4.206
39.4577961	4.536
14.2347703	4.517
169.7988892	4.524
46.17046356	4.762
66.7323761	4.299
31.16405582	4.078
286.7374115	4.612
12.78285122	4.428
4.442759037	4.412
159.0468063	4.271
20.26471424	4.756
15.08564281	4.457
8.766175747	4.662
