703.7350464	4.242
658.3721313	4.455
508.8647003	4.508
401.5476837	4.599
432.5903168	5.515
545.1292114	5.514
692.8756714	5.108
267.1859894	4.675
476.9997559	5.405
410.4986725	4.522
397.8792419	4.905
630.5245972	5.052
339.8547974	4.159
471.9371338	4.851
427.4672089	4.732
674.4837646	5.01
416.6064758	5.619
320.9430237	4.505
421.095871	4.833
821.113678	4.972
303.2655182	4.675
733.7265625	4.669
481.3638763	3.592
390.3706512	4.994
465.2117157	4.241
624.9334717	4.585
443.1439667	3.953
283.7830353	3.601
616.1942444	4.33
478.0252075	4.788
481.7335815	4.614
335.7250671	3.52
302.6542969	4.18
446.5271301	3.929
523.91745	4.435
470.4096527	4.103
674.2583923	3.506
765.0160217	3.11
394.4319916	4.273
403.7848053	4.265
761.0564575	4.788
356.9411621	4.447
688.8298645	3.8
581.771698	5.158
499.2413635	4.652
354.6859131	4.512
518.5952454	4.899
365.8805084	4.723
498.0692139	4.005
633.6483765	5.317
603.8965149	5.14
587.7070923	5.635
