122.33	1.774256878
140.79	1.388284111
158.05	1.34287555
177.51	2.063736454
77.26	1.615326915
191.71	1.291790919
115.18	1.660735476
138.66	1.904806491
99.43	1.161241307
138.39	2.018327893
135.6	1.836693649
143.19	1.274762709
74.92	2.052384313
85.29	1.450720882
103.01	1.33719948
273.6	1.564242284
156.89	1.098804535
99.94	1.070424185
112.98	1.33152341
93.7	1.303143059
87.94	1.240706288
120.87	1.530185864
190.63	1.774256878
149.3	1.734524387
107	1.064748115
158.19	0.962578853
146.05	1.950215052
172.04	1.564242284
153.79	1.649383336
143.8	1.34287555
140.47	1.410988391
