425.58	4.113
98.83	3.996
33.73	4.257
5.47	4.482
19.73	4.765
100.52	4.489
17.25	4.917
10.14	4.906
214.27	4.186
179.52	4.518
15.38	5.571
14.6	4.653
273.86	4.278
74.85	4.245
559.35	4.569
9.44	4.386
341.39	4.807
36.21	4.174
115.39	4.393
21.66	4.099
94.63	4.197
352.64	4.339
39.64	4.583
145.65	4.272
5.81	4.277
4.61	4.851
120.57	4.417
15.92	4.308
22.16	4.26
6.78	4.476
6.96	4.263
76.84	4.167
10.71	4.396
36.94	4.193
53.05	4.416
70.63	4.416
17.68	4.259
497.44	4.449
22.91	4.381
18.62	4.695
15.77	4.668
219.56	4.74
58.92	4.949
86.57	4.39
134.1	4.255
328.81	4.778
18.86	4.58
6.75	4.601
150.22	4.48
23.98	4.904
8.01	4.593
9.21	4.875
